"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@thewibblemovem1 @beverleyturner https://t.co/61C0FEihqT

3.4 Toxicity",FALSE,1,"thewibblemovem1",2022-10-28 10:28:10,FALSE,"1585928895500816385","1585941487291928584","1309590287891693570","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wrigadig",0,FALSE,FALSE,NA,NA
"Send Ghana releases report on COVID-19 vaccine monitoring research https://t.co/zBI4g9SleV",FALSE,0,NA,2022-10-28 10:28:02,FALSE,NA,"1585941453867565056",NA,"<a href=""https://www.modernghana.com"" rel=""nofollow"">Modern Ghana</a>","modernghanaweb",0,FALSE,FALSE,NA,NA
"Hey #paypal the vaccine doesn't stop COVID-19",FALSE,0,NA,2022-10-28 10:25:30,FALSE,NA,"1585940815402004480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dtracy1978",0,FALSE,FALSE,NA,NA
"COVID-19 Vaccine Induced Thrombotic Thrombocytopenia, by @P_McCulloughMD https://t.co/GrUD3URa6m",FALSE,12,NA,2022-10-28 10:24:51,FALSE,NA,"1585940653003124737",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JohnStone32",10,FALSE,FALSE,NA,NA
"Initial exposure people had to an earlier strain of the virus — either from infection or vaccination — may hinder t… https://t.co/wU5iAMVf85",FALSE,0,NA,2022-10-28 10:21:48,TRUE,NA,"1585939884107259904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LtsFlwr70",0,FALSE,FALSE,NA,NA
"The COVID-19 Vaccines are a Scam! Democrats are getting rich off of forcing vaccine mandates.",FALSE,0,NA,2022-10-28 10:20:30,FALSE,NA,"1585939556670504964",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Robm12371",0,FALSE,FALSE,NA,NA
"@EricTopol @ScienceMagazine @VirusesImmunity @tianyangmao @YaleIBIO @YaleMed Dr. Topol: The inhaled, covid booster… https://t.co/sOeS1DAyr8",FALSE,0,"EricTopol",2022-10-28 10:20:27,TRUE,"1585697067514535937","1585939544846860290","86626845","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CovidTorts",0,FALSE,FALSE,NA,NA
"As the news of high Covid-19 vaccine inequities started surfacing, on 11 November 2021, I wrote an OP-ED, with Saks… https://t.co/02a0iUg57v",FALSE,4,"pranjan12781",2022-10-28 10:19:15,TRUE,"1585938231216197632","1585939242869751810","814381720661168128","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pranjan12781",1,FALSE,FALSE,NA,NA
"This was the first covid vaccine administered.....

Our was it? 

https://t.co/2pcKYAZRlj",FALSE,0,NA,2022-10-28 10:18:06,FALSE,NA,"1585938952120193024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tbag91319",0,FALSE,FALSE,NA,NA
"Since Fauci is the most powerful public health bureaucrat in Washington, he has been able to use his influence to p… https://t.co/NPMwzMuVbl",FALSE,1,NA,2022-10-28 10:17:11,TRUE,NA,"1585938723434364931",NA,"<a href=""https://missinglettr.com"" rel=""nofollow"">Missinglettr</a>","adrianafitnall",1,FALSE,FALSE,NA,NA
"Ben Shapiro walks back his support for the COVID-19 vaccine https://t.co/ToBVUjUBIA",FALSE,0,NA,2022-10-28 10:17:06,FALSE,NA,"1585938700432711680",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BotAntiPass",0,FALSE,FALSE,NA,NA
"@nozydog @tonymac5 @JohnBoweActor Yes, both mRNA covid vaccines are approved.

When Moderna and Pfizer said ""Curren… https://t.co/pgwBvadnFm",FALSE,1,"nozydog",2022-10-28 10:15:47,TRUE,"1585924304025550848","1585938370827386882","335854920","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Michael94173566",0,FALSE,FALSE,NA,NA
"Highly recommend to listen  https://t.co/SryqSscl77",FALSE,2,NA,2022-10-28 10:15:42,FALSE,NA,"1585938350149861376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessica200671",0,FALSE,FALSE,NA,NA
"Now that Elon has taken over twitter.

Let me say this without fear of losing my account 

Covid 19 vaccine did mor… https://t.co/IDGeJFCxm4",FALSE,700,NA,2022-10-28 10:15:11,TRUE,NA,"1585938221204135936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","g_diets_",195,FALSE,FALSE,NA,NA
"@peaches07 And the irony that a Black female scientist led the effort in the vaccine.

https://t.co/r8eiMDdmmt",FALSE,3,"peaches07",2022-10-28 10:09:58,FALSE,"1585512508458209280","1585936907246391296","1106512189467357184","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SayWen",0,FALSE,FALSE,NA,NA
"If you have certain health conditions, you are more at risk this winter and will need the flu vaccine and COVID-19… https://t.co/ZFBFpt6WWY",FALSE,0,NA,2022-10-28 10:08:56,TRUE,NA,"1585936646029312000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","broxtowebc",1,FALSE,FALSE,NA,NA
"Update today October/28/2022 of pandemic Covid-19 on the planet: Total confirmed 629,604,231. Total deaths 6,587,11… https://t.co/UCIlgjtXFV",FALSE,0,NA,2022-10-28 10:08:18,TRUE,NA,"1585936487866019841",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FZalfredo69",0,FALSE,FALSE,NA,NA
"SHANGHAI: In what is believed to be a world first, Shanghai this week introduced a new type of Covid-19 vaccine tha… https://t.co/3bBh8OyeK1",FALSE,2,NA,2022-10-28 10:07:55,TRUE,NA,"1585936389660516352",NA,"<a href=""http://www.bangkokpost.com"" rel=""nofollow"">BPbreakingnews</a>","BangkokPostNews",2,FALSE,FALSE,NA,NA
"@icloudmonika @AnimalMagic13 @DintMentalFloss Interesting a little info dump you just engaged in. The totality of t… https://t.co/ulsUvArADa",FALSE,0,"icloudmonika",2022-10-28 10:06:48,TRUE,"1585934663604113408","1585936107836829697","1238370600","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Grogu33836391",0,FALSE,FALSE,NA,NA
"Flu and COVID-19 can both cause serious illness and spread more easily when mixing indoors during winter. Many peop… https://t.co/1AQRsjQQJs",FALSE,1,NA,2022-10-28 10:06:42,TRUE,NA,"1585936084063641601",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UKHSA_YandH",2,FALSE,FALSE,NA,NA
"@redsteeze @benshapiro If you are a twitter employee who censored, “fact checked” or labeled Covid 19 mis or disinf… https://t.co/KFKwxiZ42c",FALSE,0,"redsteeze",2022-10-28 10:05:17,TRUE,"1585811225828466688","1585935729494233088","393469195","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wald76295878",0,FALSE,FALSE,NA,NA
"2.3 million doses of the Comirnaty mRNA vaccine against COVID-19 developed by Pfizer/BioNTech, provided by the US g… https://t.co/Zsw8wR5dAz",FALSE,30,NA,2022-10-28 10:05:13,TRUE,NA,"1585935711437553671",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WHOUkraine",10,FALSE,FALSE,NA,NA
"@10DowningStreet How about not delivering something!!

HALT the Covid-19 Vaccine programme NOW; it is injuring and… https://t.co/fQOtTaORB5",FALSE,291,"10DowningStreet",2022-10-28 10:04:45,TRUE,"1585921170595094530","1585935593674268672","14224719","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JamesfWells",82,FALSE,FALSE,NA,NA
"@bellmardesigns @junestam @Faakew2 @TimRunsHisMouth I've received the vaccine and my husband did too and he caught… https://t.co/jDQcGuEWor",FALSE,1,"bellmardesigns",2022-10-28 10:04:22,TRUE,"1585817578659880960","1585935495569506304","2291608788","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StephySteph8383",0,FALSE,FALSE,NA,NA
"Boost your immunity ahead of this winter with the flu vaccine and COVID-19 booster. 

Find out more details if you… https://t.co/ooA5LbtMBP",FALSE,1,NA,2022-10-28 10:02:09,TRUE,NA,"1585934939849216001",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","FSRH_UK",0,FALSE,FALSE,NA,NA
"If you are pregnant, COVID-19 and flu can cause serious harm to you and your baby. Vaccination is free and offers t… https://t.co/R1EanFHptr",FALSE,1,NA,2022-10-28 10:01:27,TRUE,NA,"1585934764334350338",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SironaCIC",0,FALSE,FALSE,NA,NA
"The effects of flu and COVID-19 can be more serious if you are over 50 or have an existing health condition. Stay p… https://t.co/uv299nfzfB",FALSE,0,NA,2022-10-28 10:01:20,TRUE,NA,"1585934735469154304",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","nhscroydon_",0,FALSE,FALSE,NA,NA
"@TMZ I welcome myself back to Twitter. I bet I don't get censored for posting a CDC link now... And I can officiall… https://t.co/1kdHmDg20X",FALSE,0,"TMZ",2022-10-28 10:00:36,TRUE,"1585635064989110272","1585934548768272384","16331010","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ry_millar",0,FALSE,FALSE,NA,NA
"COVID-19 and flu spread more quickly in winter and can cause serious illness. 

If you’re 50 years or over, you are… https://t.co/iIULvJKPeV",FALSE,0,NA,2022-10-28 10:00:32,TRUE,NA,"1585934534662672386",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Knowsley_HT",0,FALSE,FALSE,NA,NA
"@DailyMonitor They say better safe than sorry...
Chaps are going to be sorry 

The rationale behind lockdowns was t… https://t.co/66QSoruCMS",FALSE,0,"DailyMonitor",2022-10-28 10:00:28,TRUE,"1585922916897918978","1585934514601472000","35697740","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","matokeo256",0,FALSE,FALSE,NA,NA
"If you have certain long-term health conditions, you are at increased risk of hospitalisation from flu and COVID-19… https://t.co/bkstCeJbyB",FALSE,0,NA,2022-10-28 10:00:20,TRUE,NA,"1585934483810914306",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LPFTNHS",1,FALSE,FALSE,NA,NA
"From mid-October 2022, people aged 50 to 64 years old that aren’t in a clinical risk group, will also be able to ge… https://t.co/pq8LNwfDtn",FALSE,1,NA,2022-10-28 10:00:18,TRUE,NA,"1585934474944069632",NA,"<a href=""https://www.meltwater.com/"" rel=""nofollow"">Meltwater Social</a>","worcscc",2,FALSE,FALSE,NA,NA
"Vaccination trials in the U.S. are already underway! Volunteers are being recruited in the  Seattle  area to take p… https://t.co/7lp1jhh5jz",FALSE,0,NA,2022-10-28 10:00:11,TRUE,NA,"1585934443642064897",NA,"<a href=""https://my.brightsocial.com"" rel=""nofollow"">Bright Social Live</a>","friendlyonlines",0,FALSE,FALSE,NA,NA
"COVID-19 and flu spread more quickly in winter and can cause serious illness. If you’re 50 years or over, you are e… https://t.co/RAK4CiURTa",FALSE,0,NA,2022-10-28 10:00:04,TRUE,NA,"1585934416257470464",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NHSLincsICB",0,FALSE,FALSE,NA,NA
"Protection provided by COVID-19 vaccines decreases over time and flu viruses can change every year. 

Vaccines are… https://t.co/mABKq18heO",FALSE,1,NA,2022-10-28 10:00:00,TRUE,NA,"1585934397512896512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NorthLincsCNews",0,FALSE,FALSE,NA,NA
"@MrPrecedent @danvandertuin Just continue to fool yourself
The reality tells a different story though....… https://t.co/UeBnUqzuFN",FALSE,1,"MrPrecedent",2022-10-28 09:59:50,TRUE,"1585920235722399745","1585934357474476032","132314931","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Habundia",1,FALSE,FALSE,NA,NA
"To address vaccine hesitancy, @SaveChildrenLEB debunks misconceptions about COVID-19 vaccines through music aired o… https://t.co/17nize0J9u",FALSE,1,NA,2022-10-28 09:59:33,TRUE,NA,"1585934286313717761",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ADBSEADS",1,FALSE,FALSE,NA,NA
"Did you have gone through MCC documents? You might have because it is available. Do you know 🇨🇳 agreement terms?No… https://t.co/tQM9h32XzZ",FALSE,2,NA,2022-10-28 09:59:22,TRUE,NA,"1585934240407248896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmeritusTinman",0,FALSE,FALSE,NA,NA
"The covid 19 vaccine has killed countless of people, let's see if I can say this now.",FALSE,1,NA,2022-10-28 09:59:05,FALSE,NA,"1585934166146916354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Watchman4Yahweh",1,FALSE,FALSE,NA,NA
"COVID-19 Surges Linked To Spike in Heart Attack Deaths – “Like Nothing Seen Before” 
https://t.co/ZpECiBcMly
They a… https://t.co/ACN4j3UcOz",FALSE,0,NA,2022-10-28 09:58:40,TRUE,NA,"1585934062518165510",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Inthemainewoods",0,FALSE,FALSE,NA,NA
"Not a surprise. With the bias, censorship, lies, and propaganda @Meta and Twitter did with the 2020 Election, Covid… https://t.co/vLs66fOEQ8",FALSE,2,NA,2022-10-28 09:57:43,TRUE,NA,"1585933825493835777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrisayers327",0,FALSE,FALSE,NA,NA
"There’s no evidence to support social media claims that Katy Perry’s eye closed in a recent concert because of the… https://t.co/F71A9Y6sHa",FALSE,9,NA,2022-10-28 09:56:41,TRUE,NA,"1585933563060518912",NA,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>","PolitiFact",2,FALSE,FALSE,NA,NA
"@cdnrefusenik Have you took CCP virus AKA COVID-19, vaccine?",FALSE,0,"cdnrefusenik",2022-10-28 09:56:26,FALSE,"1585361112455065600","1585933499357224960","1250852627614760962","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","room_1808",0,FALSE,FALSE,NA,NA
"Covid 19 vaccine adverse reactions kill",FALSE,0,NA,2022-10-28 09:55:11,FALSE,NA,"1585933188299247616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WirralAirport",0,FALSE,FALSE,NA,NA
"The #EPUT vaccination bus is parked up at IKEA Lakeside today (28 October) until 3pm. It offers boosters for people… https://t.co/8hoIXd6Kad",FALSE,2,NA,2022-10-28 09:55:08,TRUE,NA,"1585933174642806786",NA,"<a href=""https://orlo.tech"" rel=""nofollow"">Orlo</a>","thurrockcouncil",2,FALSE,FALSE,NA,NA
"The 'surprising' finding of an online poll about COVID-19 vaccines is not what it seems https://t.co/jpDgzT2l69 via @ABCaustralia",FALSE,0,NA,2022-10-28 09:52:55,FALSE,NA,"1585932616242728960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","H_Fennessy",0,FALSE,FALSE,NA,NA
"Vaccines are the best way to protect you and your baby from the harms that flu and COVID-19 can cause. You can book… https://t.co/7MUb4I2jbt",FALSE,0,NA,2022-10-28 09:51:40,TRUE,NA,"1585932301619195905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HWSouthGlos",0,FALSE,FALSE,NA,NA
"@caz_sampson @An7hony331 @LD_Sceptics https://t.co/QjKLAVLlFG

That’s a report on similar findings.  

The one I ch… https://t.co/J5phSyMdRr",FALSE,0,"caz_sampson",2022-10-28 09:51:04,TRUE,"1585913138465185792","1585932148669915136","1265033840","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","RjSnout",0,FALSE,FALSE,NA,NA
"@doc_tat69 @3Annoyed Outch !
""We estimate that 22,000 - 30,000 previously uninfected adults aged 18-29 must be boos… https://t.co/jKmyGuVrUi",FALSE,7,"doc_tat69",2022-10-28 09:50:28,TRUE,"1585930695805112321","1585931997842743296","1581567345947983875","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnneliseBocquet",0,FALSE,FALSE,NA,NA
"An apolitical, balanced deep dive into the #covid vaccine for kids. 

A wide-ranging post that covers everything fr… https://t.co/PAnBoyN0Ga",FALSE,0,NA,2022-10-28 09:49:11,TRUE,NA,"1585931677544628226",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dr_larryi",0,FALSE,FALSE,NA,NA
"The COVID-19 vaccine is dangerous and kills people.",FALSE,4,NA,2022-10-28 09:47:28,FALSE,NA,"1585931243576692737",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","crypto_passion",1,FALSE,FALSE,NA,NA
"Not a surprise, Jim Cramer. With the bias, censorship, lies, and propaganda @Meta and Twitter did with the 2020 Ele… https://t.co/iZlgcxyp30",FALSE,0,NA,2022-10-28 09:45:57,TRUE,NA,"1585930861002002432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrisayers327",0,FALSE,FALSE,NA,NA
"Stay away from these two this winter. 🦠 🤧

If you're pregnant protect yourself with a free Covid-19 jab and flu vac… https://t.co/dcTYdhYsAN",FALSE,1,NA,2022-10-28 09:44:00,TRUE,NA,"1585930370817482752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MCCHBlackley",1,FALSE,FALSE,NA,NA
"@_TimSwain_ The COVID-19 vaccine is dangerous and kills people.",FALSE,3,"_TimSwain_",2022-10-28 09:43:52,FALSE,"1585929341426360323","1585930336382222337","1356282424313999361","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","crypto_passion",0,FALSE,FALSE,NA,NA
"Flu and COVID-19 can spread more easily in winter when mixing indoors. If you’re 50 years or over, you are eligible… https://t.co/GX52N44CsR",FALSE,0,NA,2022-10-28 09:42:23,TRUE,NA,"1585929963093766146",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HealthwatchNS",0,FALSE,FALSE,NA,NA
"Stay away from these two this winter. 🦠 🤧

If you're pregnant protect yourself with a free Covid-19 jab and flu vac… https://t.co/4xMQBR70ob",FALSE,0,NA,2022-10-28 09:42:00,TRUE,NA,"1585929867656278016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MCCHarpurhey",0,FALSE,FALSE,NA,NA
"COVID 19 Was a scam, but totally out done by the Vaccine scam. THE COVID VAXX HARDLY WORKS! #DoesntPreventTransmission",FALSE,2,NA,2022-10-28 09:39:56,FALSE,NA,"1585929348049084416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FARMER_PARENT",0,FALSE,FALSE,NA,NA
"Inhalable Covid-19 vaccine clinical trial ongoing, says Khairy https://t.co/NpZjuxcnrn",FALSE,0,NA,2022-10-28 09:38:37,FALSE,NA,"1585929015428251652",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Nomad_Movement",0,FALSE,FALSE,NA,NA
"@JonathanHannah @Jaytee116James @AspAlaAsnAsnTyr @IdunsDaughter @richykirsh @provaxtexan @mcfunny @Pouldeau61… https://t.co/3RRBa7HvPt",FALSE,2,"JonathanHannah",2022-10-28 09:37:21,TRUE,"1585926339793915904","1585928699601649664","498877959","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","reacharoundu",0,FALSE,FALSE,NA,NA
"@Jaytee116James @reacharoundu @AspAlaAsnAsnTyr @richykirsh @provaxtexan @mcfunny @Pouldeau61 @JonathanHannah… https://t.co/mFhz4km3j7",FALSE,1,"Jaytee116James",2022-10-28 09:35:12,TRUE,"1585892044358045697","1585928156938391553","1455874738258014216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IdunsDaughter",0,FALSE,FALSE,NA,NA
"COVID-19 'vaccines' are not a vaccine, they are poison.",FALSE,1,NA,2022-10-28 09:33:17,FALSE,NA,"1585927673120972801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ancap_617",0,FALSE,FALSE,NA,NA
"Can we build vaccine uptake and confidence by using folk music? Here’s an op-ed about the creative use of Nepali fo… https://t.co/DOaMUc2wwR",FALSE,2,NA,2022-10-28 09:31:53,TRUE,NA,"1585927323684986882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IceprinceAJ",1,FALSE,FALSE,NA,NA
"Started uni? Remember to register with a GP if you move away. Check your immunisations are up to date, such as the… https://t.co/S315ijg7ua",FALSE,0,NA,2022-10-28 09:30:06,TRUE,NA,"1585926872482865157",NA,"<a href=""https://orlo.tech"" rel=""nofollow"">Orlo</a>","East_Riding",0,FALSE,FALSE,NA,NA
"@zoeharcombe Slowly but surely, the hazards of the Covid-19 vaccine will seep in to the consciousness of those who… https://t.co/IU1WoEDpch",FALSE,7,"zoeharcombe",2022-10-28 09:30:05,TRUE,"1585925597112303617","1585926867726393344","30623732","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1stBass2ndTenor",0,FALSE,FALSE,NA,NA
"If you’re 50 years or over, you are eligible for a free flu vaccine and a COVID-19 booster. Book your flu vaccine a… https://t.co/PIAyuRngyp",FALSE,0,NA,2022-10-28 09:30:00,TRUE,NA,"1585926848537468928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CNTWNHS",0,FALSE,FALSE,NA,NA
"CDC vote did not make COVID-19 vaccine mandatory for children https://t.co/YKSLhAjt4K",FALSE,0,NA,2022-10-28 09:29:11,FALSE,NA,"1585926644551876609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jalin1958",0,FALSE,FALSE,NA,NA
"China starts using a COVID-19 vaccine inhaled through the mouth https://t.co/1n7cdsgUQs",FALSE,0,NA,2022-10-28 09:28:19,FALSE,NA,"1585926423113601024",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","UPresss",0,FALSE,FALSE,NA,NA
"@Houaria51 @LouisOuellett14 @Antidote171 @P_Poirier @Amelie_Paul Direct du site de Moderna
Emergency uses of the va… https://t.co/VmvJaLJe1F",FALSE,1,"__Albator__",2022-10-28 09:27:24,TRUE,"1585925734119661568","1585926195786366978","1504175696188514306","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__Albator__",1,FALSE,FALSE,NA,NA
"@prs_aurora @conn48h @StevePo54433264 @TiaG10 @9NewsQueensland @Anna_Rawlings ""the number needed to vaccinate to pr… https://t.co/X9pzUkK6oC",FALSE,0,"prs_aurora",2022-10-28 09:22:05,TRUE,"1585577746956271618","1585924858289958912","1520805046233010176","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zed2441",0,FALSE,FALSE,NA,NA
"""The 'surprising' finding of an online poll about COVID-19 vaccines is not what it seems""

“Why online poll results… https://t.co/Sq2omcDpq5",FALSE,1,NA,2022-10-28 09:21:36,TRUE,NA,"1585924733932949505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewW66619812",2,FALSE,FALSE,NA,NA
"2020 election was stolen. Biden is not a our president. Covid-19 is a shame and the vaccine does not work… https://t.co/X5P3qsXlHl",FALSE,0,NA,2022-10-28 09:20:59,TRUE,NA,"1585924579314135040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StandDefend1776",0,FALSE,FALSE,NA,NA
"The effectiveness of BNT162b2 #COVID-19 vaccine against infection with #SARS-CoV-2 Omicron subvariants BA.4/5
https://t.co/SfZfAa9OG9",FALSE,0,NA,2022-10-28 09:20:39,FALSE,NA,"1585924494056914945",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Infectious9876",0,FALSE,FALSE,NA,NA
"The COVID-19 vaccine is dangerous.",FALSE,0,NA,2022-10-28 09:19:09,FALSE,NA,"1585924117668065280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","crypto_passion",0,FALSE,FALSE,NA,NA
"As always efficient &amp; professional @NHSCTrust staff delivering the winter COVID-19 booster and flu vaccines, check… https://t.co/E5WXn232ip",FALSE,79,NA,2022-10-28 09:18:01,TRUE,NA,"1585923831268401152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobinSwannMoH",11,FALSE,FALSE,NA,NA
"@thismorning Pfizer's own data reveals that 'for every person we keep out of hospital for Covid-19, we’re putting 1… https://t.co/pqwGxj3Cga",FALSE,13,"thismorning",2022-10-28 09:17:19,TRUE,"1585563368559091717","1585923656483381249","19291952","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","t_endian",6,FALSE,FALSE,NA,NA
"🌎 Global COVID-19 vaccine rollout

🟩🟩🟩🟩🟩🟩🟩🟩🟩🟩⬜⬜⬜⬜⬜ 68.49% (estimate)

Vaccine doses deployed: 12.9B
The rollout see… https://t.co/UpILP8SXQR",FALSE,0,NA,2022-10-28 09:17:18,TRUE,NA,"1585923651140046848",NA,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Covid Vaccine Rollout Bot</a>","CVaccinebot",1,FALSE,FALSE,NA,NA
"If you are pregnant, flu and COVID-19 can cause serious harm to you and your baby. So, make sure you get your free… https://t.co/NA5ZTj4Jcx",FALSE,0,NA,2022-10-28 09:13:10,TRUE,NA,"1585922612911292417",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","HealthwatchE",4,FALSE,FALSE,NA,NA
"Pfizer plans to quadruple price of COVID-19 vaccines in the US. That's a 10,000% markup over the estimated cost of… https://t.co/ysbew7pCcG",FALSE,0,NA,2022-10-28 09:12:14,TRUE,NA,"1585922379733118976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shrutis_patel",0,FALSE,FALSE,NA,NA
"Shanghai rolled out an inhalable COVID-19 vaccine on Tuesday as a booster shot, according to Shanghai Media Group (… https://t.co/s8TCmOjJSQ",FALSE,0,NA,2022-10-28 09:11:37,TRUE,NA,"1585922222492979200",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","peroon32",0,FALSE,FALSE,NA,NA
"Inhalable Covid-19 vaccine undergoing trial in Malaysia, says @Khairykj 

https://t.co/ALwJ77VOa7",FALSE,0,NA,2022-10-28 09:10:45,FALSE,NA,"1585922002279223296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DailyExpress_MY",0,FALSE,FALSE,NA,NA
"@ZubyMusic Same as in late 2020 when they denied introduction of covid-19 pass... or when they claimed how proper v… https://t.co/LS7v5hS1Gv",FALSE,0,"ZubyMusic",2022-10-28 09:09:32,TRUE,"1585282563949707265","1585921697210769408","57441414","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntoRadi1",0,FALSE,FALSE,NA,NA
